"reward","assignmentid","workerid","assignmentaccepttime","assignmentsubmittime","response","confidence","trivialArgument","argtype","qnumber","property","p1animal","p2animal","cows","chimps","gorillas","mice","squirrels","elephants","seals","rhinos","dolphins","horses","mammals","animals","modal","rt","premisecode","language"
"$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRTZPP","A3GDIJDT38JT0E","Thu Jan 05 07:51:43 PST 2012","Thu Jan 05 07:58:15 PST 2012","reject",2,"false","contingent",10,"use norephinephrine as a regulator of sexual drive","seals","cows",1,0,0,0,0,0,1,0,0,0,0,0,"necessary",23474,"pc100000100000","English"
"$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRTZPP","A3GDIJDT38JT0E","Thu Jan 05 07:51:43 PST 2012","Thu Jan 05 07:58:15 PST 2012","reject",3,"false","contingent",11,"have a right aortic arch","rhinos","squirrels",0,0,0,0,1,0,0,1,0,0,0,0,"probable",13862,"pc000010010000","English"
"$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRTZPP","A3GDIJDT38JT0E","Thu Jan 05 07:51:43 PST 2012","Thu Jan 05 07:58:15 PST 2012","accept",4,"false","contingent",12,"have an ulnar artery","elephants","dolphins",0,0,0,0,0,1,0,0,1,0,0,0,"possible",12498,"pc000001001000","English"
"$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRTZPP","A3GDIJDT38JT0E","Thu Jan 05 07:51:43 PST 2012","Thu Jan 05 07:58:15 PST 2012","accept",5,"false","contingent",13,"have seasmoid bones","rhinos","mice",0,0,0,1,0,0,0,1,0,0,0,0,"likely",38665,"pc000100010000","English"
"$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRTZPP","A3GDIJDT38JT0E","Thu Jan 05 07:51:43 PST 2012","Thu Jan 05 07:58:15 PST 2012","accept",4,"false","contingent",14,"use enzyme B-32 to digest food","gorillas","dolphins",0,0,1,0,0,0,0,0,1,0,0,0,"plausible",8303,"pc001000001000","English"
"$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRTZPP","A3GDIJDT38JT0E","Thu Jan 05 07:51:43 PST 2012","Thu Jan 05 07:58:15 PST 2012","accept",5,"true","identity",15,"have a tympanic membrane in their inner ears","horses","seals",0,0,0,0,0,0,1,0,0,1,0,0,"none",47452,"pc000000100100","English"
"$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRTZPP","A3GDIJDT38JT0E","Thu Jan 05 07:51:43 PST 2012","Thu Jan 05 07:58:15 PST 2012","accept",5,"true","inclusion",16,"require trace amounts of magnesium for reproduction","chimps","mammals",0,1,0,0,0,0,0,0,0,0,1,0,"likely",8455,"pc010000000010","English"
"$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRTZPP","A3GDIJDT38JT0E","Thu Jan 05 07:51:43 PST 2012","Thu Jan 05 07:58:15 PST 2012","accept",4,"false","contingent",17,"use adipose tissue to synthesize triacylglycerols","squirrels","cows",1,0,0,0,1,0,0,0,0,0,0,0,"necessary",8759,"pc100010000000","English"
"$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRTZPP","A3GDIJDT38JT0E","Thu Jan 05 07:51:43 PST 2012","Thu Jan 05 07:58:15 PST 2012","accept",4,"false","contingent",19,"require oxydilic acid for good digestion","gorillas","rhinos",0,0,1,0,0,0,0,1,0,0,0,0,"certain",11150,"pc001000010000","English"
"$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRTZPP","A3GDIJDT38JT0E","Thu Jan 05 07:51:43 PST 2012","Thu Jan 05 07:58:15 PST 2012","accept",5,"false","contingent",20,"have iron sulfate in their blood","dolphins","cows",1,0,0,0,0,0,0,0,1,0,0,0,"probable",8084,"pc100000001000","English"
"$0.50","2Y7XRDS4IC1E55PM24D16A2JAS3WZW","A3LXSKN14ANMF0","Fri Jan 06 17:43:34 PST 2012","Fri Jan 06 17:49:54 PST 2012","accept",2,"false","contingent",0,"use acetylcholine as a neurotransmitter","elephants","squirrels",0,0,0,0,1,1,0,0,0,0,0,0,"likely",13223,"pc000011000000","English"
"$0.50","2Y7XRDS4IC1E55PM24D16A2JAS3WZW","A3LXSKN14ANMF0","Fri Jan 06 17:43:34 PST 2012","Fri Jan 06 17:49:54 PST 2012","reject",3,"false","contingent",1,"secrete uric acid crystals","seals","mice",0,0,0,1,0,0,1,0,0,0,0,0,"necessary",10722,"pc000100100000","English"
"$0.50","2Y7XRDS4IC1E55PM24D16A2JAS3WZW","A3LXSKN14ANMF0","Fri Jan 06 17:43:34 PST 2012","Fri Jan 06 17:49:54 PST 2012","accept",2,"false","contingent",2,"use adipose tissue to synthesize triacylglycerols","chimps","dolphins",0,1,0,0,0,0,0,0,1,0,0,0,"plausible",12992,"pc010000001000","English"
"$0.50","2Y7XRDS4IC1E55PM24D16A2JAS3WZW","A3LXSKN14ANMF0","Fri Jan 06 17:43:34 PST 2012","Fri Jan 06 17:49:54 PST 2012","accept",5,"true","inclusion",3,"have an ulnar artery","cows","mammals",1,0,0,0,0,0,0,0,0,0,1,0,"possible",11809,"pc100000000010","English"
"$0.50","2Y7XRDS4IC1E55PM24D16A2JAS3WZW","A3LXSKN14ANMF0","Fri Jan 06 17:43:34 PST 2012","Fri Jan 06 17:49:54 PST 2012","reject",4,"false","contingent",4,"require biotin for hemoglobin synthesis","rhinos","gorillas",0,0,1,0,0,0,0,1,0,0,0,0,"certain",24920,"pc001000010000","English"
"$0.50","2Y7XRDS4IC1E55PM24D16A2JAS3WZW","A3LXSKN14ANMF0","Fri Jan 06 17:43:34 PST 2012","Fri Jan 06 17:49:54 PST 2012","reject",3,"false","contingent",5,"have seasmoid bones","seals","elephants",0,0,0,0,0,1,1,0,0,0,0,0,"probable",19721,"pc000001100000","English"
"$0.50","2Y7XRDS4IC1E55PM24D16A2JAS3WZW","A3LXSKN14ANMF0","Fri Jan 06 17:43:34 PST 2012","Fri Jan 06 17:49:54 PST 2012","accept",4,"false","contingent",6,"become disoriented and motionless when exposed to high ozone levels","cows","squirrels",1,0,0,0,1,0,0,0,0,0,0,0,"none",8926,"pc100010000000","English"
"$0.50","2Y7XRDS4IC1E55PM24D16A2JAS3WZW","A3LXSKN14ANMF0","Fri Jan 06 17:43:34 PST 2012","Fri Jan 06 17:49:54 PST 2012","accept",4,"false","contingent",7,"use seratonin as a neurotransmitter","gorillas","dolphins",0,0,1,0,0,0,0,0,1,0,0,0,"possible",7433,"pc001000001000","English"
"$0.50","2Y7XRDS4IC1E55PM24D16A2JAS3WZW","A3LXSKN14ANMF0","Fri Jan 06 17:43:34 PST 2012","Fri Jan 06 17:49:54 PST 2012","reject",4,"false","contingent",8,"have blood salinity which declines from infancy to maturity","chimps","mice",0,1,0,1,0,0,0,0,0,0,0,0,"necessary",10473,"pc010100000000","English"
"$0.50","2Y7XRDS4IC1E55PM24D16A2JAS3WZW","A3LXSKN14ANMF0","Fri Jan 06 17:43:34 PST 2012","Fri Jan 06 17:49:54 PST 2012","accept",2,"true","identity",9,"have enzyme X132 in their bloodstreams","horses","seals",0,0,0,0,0,0,1,0,0,1,0,0,"probable",31012,"pc000000100100","English"
"$0.50","2Y7XRDS4IC1E55PM24D16A2JAS3WZW","A3LXSKN14ANMF0","Fri Jan 06 17:43:34 PST 2012","Fri Jan 06 17:49:54 PST 2012","accept",2,"false","contingent",10,"require oxydilic acid for good digestion","elephants","mice",0,0,0,1,0,1,0,0,0,0,0,0,"none",18336,"pc000101000000","English"
"$0.50","2Y7XRDS4IC1E55PM24D16A2JAS3WZW","A3LXSKN14ANMF0","Fri Jan 06 17:43:34 PST 2012","Fri Jan 06 17:49:54 PST 2012","accept",4,"false","contingent",11,"have a tympanic membrane in their inner ears","gorillas","chimps",0,1,1,0,0,0,0,0,0,0,0,0,"certain",8296,"pc011000000000","English"
"$0.50","2Y7XRDS4IC1E55PM24D16A2JAS3WZW","A3LXSKN14ANMF0","Fri Jan 06 17:43:34 PST 2012","Fri Jan 06 17:49:54 PST 2012","accept",4,"false","contingent",12,"have a right aortic arch","cows","rhinos",1,0,0,0,0,0,0,1,0,0,0,0,"plausible",7655,"pc100000010000","English"
"$0.50","2Y7XRDS4IC1E55PM24D16A2JAS3WZW","A3LXSKN14ANMF0","Fri Jan 06 17:43:34 PST 2012","Fri Jan 06 17:49:54 PST 2012","reject",3,"false","contingent",13,"have a high potassium concentration in their blood","dolphins","squirrels",0,0,0,0,1,0,0,0,1,0,0,0,"likely",6456,"pc000010001000","English"
"$0.50","2Y7XRDS4IC1E55PM24D16A2JAS3WZW","A3LXSKN14ANMF0","Fri Jan 06 17:43:34 PST 2012","Fri Jan 06 17:49:54 PST 2012","accept",2,"false","contingent",14,"use norephinephrine as a regulator of sexual drive","cows","squirrels",1,0,0,0,1,0,0,0,0,0,0,0,"plausible",14019,"pc100010000000","English"
"$0.50","2Y7XRDS4IC1E55PM24D16A2JAS3WZW","A3LXSKN14ANMF0","Fri Jan 06 17:43:34 PST 2012","Fri Jan 06 17:49:54 PST 2012","accept",5,"true","identity",15,"require trace amounts of magnesium for reproduction","horses","dolphins",0,0,0,0,0,0,0,0,1,1,0,0,"likely",12663,"pc000000001100","English"
"$0.50","2Y7XRDS4IC1E55PM24D16A2JAS3WZW","A3LXSKN14ANMF0","Fri Jan 06 17:43:34 PST 2012","Fri Jan 06 17:49:54 PST 2012","accept",4,"false","contingent",16,"require vitamin K for their livers to function","rhinos","chimps",0,1,0,0,0,0,0,1,0,0,0,0,"necessary",31705,"pc010000010000","English"
"$0.50","2Y7XRDS4IC1E55PM24D16A2JAS3WZW","A3LXSKN14ANMF0","Fri Jan 06 17:43:34 PST 2012","Fri Jan 06 17:49:54 PST 2012","accept",5,"true","inclusion",17,"have iron sulfate in their blood","mice","mammals",0,0,0,1,0,0,0,0,0,0,1,0,"probable",4879,"pc000100000010","English"
"$0.50","2Y7XRDS4IC1E55PM24D16A2JAS3WZW","A3LXSKN14ANMF0","Fri Jan 06 17:43:34 PST 2012","Fri Jan 06 17:49:54 PST 2012","reject",2,"false","contingent",19,"continuously shed their outer keratin layer","squirrels","elephants",0,0,0,0,1,1,0,0,0,0,0,0,"possible",7621,"pc000011000000","English"
"$0.50","2Y7XRDS4IC1E55PM24D16A2JAS3WZW","A3LXSKN14ANMF0","Fri Jan 06 17:43:34 PST 2012","Fri Jan 06 17:49:54 PST 2012","accept",4,"false","contingent",20,"use enzyme B-32 to digest food","rhinos","gorillas",0,0,1,0,0,0,0,1,0,0,0,0,"none",36028,"pc001000010000","English"
"$0.50","21JLFQ0ONNVROTM67Y5GWB772P8TKH","A1615Z19N0AYCH","Fri Jan 06 17:38:11 PST 2012","Fri Jan 06 17:41:14 PST 2012","accept",5,"true","identity",0,"have a high potassium concentration in their blood","horses","rhinos",0,0,0,0,0,0,0,1,0,1,0,0,"certain",18268,"pc000000010100","English"
"$0.50","21JLFQ0ONNVROTM67Y5GWB772P8TKH","A1615Z19N0AYCH","Fri Jan 06 17:38:11 PST 2012","Fri Jan 06 17:41:14 PST 2012","reject",5,"false","contingent",1,"use enzyme B-32 to digest food","chimps","squirrels",0,1,0,0,1,0,0,0,0,0,0,0,"none",9532,"pc010010000000","English"
"$0.50","21JLFQ0ONNVROTM67Y5GWB772P8TKH","A1615Z19N0AYCH","Fri Jan 06 17:38:11 PST 2012","Fri Jan 06 17:41:14 PST 2012","accept",5,"true","inclusion",2,"continuously shed their outer keratin layer","mammals","mice",0,0,0,1,0,0,0,0,0,0,1,0,"probable",14710,"pc000100000010","English"
"$0.50","21JLFQ0ONNVROTM67Y5GWB772P8TKH","A1615Z19N0AYCH","Fri Jan 06 17:38:11 PST 2012","Fri Jan 06 17:41:14 PST 2012","accept",3,"false","contingent",3,"secrete uric acid crystals","seals","gorillas",0,0,1,0,0,0,1,0,0,0,0,0,"necessary",10983,"pc001000100000","English"
"$0.50","21JLFQ0ONNVROTM67Y5GWB772P8TKH","A1615Z19N0AYCH","Fri Jan 06 17:38:11 PST 2012","Fri Jan 06 17:41:14 PST 2012","accept",4,"false","contingent",4,"require oxydilic acid for good digestion","elephants","cows",1,0,0,0,0,1,0,0,0,0,0,0,"possible",7098,"pc100001000000","English"
"$0.50","21JLFQ0ONNVROTM67Y5GWB772P8TKH","A1615Z19N0AYCH","Fri Jan 06 17:38:11 PST 2012","Fri Jan 06 17:41:14 PST 2012","accept",4,"false","contingent",5,"require vitamin K for their livers to function","rhinos","chimps",0,1,0,0,0,0,0,1,0,0,0,0,"plausible",8876,"pc010000010000","English"
"$0.50","21JLFQ0ONNVROTM67Y5GWB772P8TKH","A1615Z19N0AYCH","Fri Jan 06 17:38:11 PST 2012","Fri Jan 06 17:41:14 PST 2012","accept",5,"false","contingent",6,"have an ulnar artery","mice","dolphins",0,0,0,1,0,0,0,0,1,0,0,0,"likely",7270,"pc000100001000","English"
"$0.50","21JLFQ0ONNVROTM67Y5GWB772P8TKH","A1615Z19N0AYCH","Fri Jan 06 17:38:11 PST 2012","Fri Jan 06 17:41:14 PST 2012","accept",4,"false","contingent",7,"have enzyme X132 in their bloodstreams","squirrels","cows",1,0,0,0,1,0,0,0,0,0,0,0,"plausible",5850,"pc100010000000","English"
"$0.50","21JLFQ0ONNVROTM67Y5GWB772P8TKH","A1615Z19N0AYCH","Fri Jan 06 17:38:11 PST 2012","Fri Jan 06 17:41:14 PST 2012","accept",4,"false","contingent",8,"use acetylcholine as a neurotransmitter","elephants","seals",0,0,0,0,0,1,1,0,0,0,0,0,"possible",5647,"pc000001100000","English"
"$0.50","21JLFQ0ONNVROTM67Y5GWB772P8TKH","A1615Z19N0AYCH","Fri Jan 06 17:38:11 PST 2012","Fri Jan 06 17:41:14 PST 2012","accept",4,"false","contingent",9,"use seratonin as a neurotransmitter","elephants","squirrels",0,0,0,0,1,1,0,0,0,0,0,0,"certain",7004,"pc000011000000","English"
"$0.50","21JLFQ0ONNVROTM67Y5GWB772P8TKH","A1615Z19N0AYCH","Fri Jan 06 17:38:11 PST 2012","Fri Jan 06 17:41:14 PST 2012","accept",5,"false","contingent",10,"have a right aortic arch","cows","rhinos",1,0,0,0,0,0,0,1,0,0,0,0,"probable",5180,"pc100000010000","English"
"$0.50","21JLFQ0ONNVROTM67Y5GWB772P8TKH","A1615Z19N0AYCH","Fri Jan 06 17:38:11 PST 2012","Fri Jan 06 17:41:14 PST 2012","accept",4,"false","contingent",11,"have a tympanic membrane in their inner ears","dolphins","mice",0,0,0,1,0,0,0,0,1,0,0,0,"necessary",5070,"pc000100001000","English"
"$0.50","21JLFQ0ONNVROTM67Y5GWB772P8TKH","A1615Z19N0AYCH","Fri Jan 06 17:38:11 PST 2012","Fri Jan 06 17:41:14 PST 2012","accept",4,"false","contingent",12,"have seasmoid bones","seals","chimps",0,1,0,0,0,0,1,0,0,0,0,0,"none",6801,"pc010000100000","English"
"$0.50","21JLFQ0ONNVROTM67Y5GWB772P8TKH","A1615Z19N0AYCH","Fri Jan 06 17:38:11 PST 2012","Fri Jan 06 17:41:14 PST 2012","accept",4,"false","contingent",13,"have a blood PH of 7.9","seals","rhinos",0,0,0,0,0,0,1,1,0,0,0,0,"likely",7285,"pc000000110000","English"
"$0.50","21JLFQ0ONNVROTM67Y5GWB772P8TKH","A1615Z19N0AYCH","Fri Jan 06 17:38:11 PST 2012","Fri Jan 06 17:41:14 PST 2012","accept",4,"false","contingent",14,"use norephinephrine as a regulator of sexual drive","mice","elephants",0,0,0,1,0,1,0,0,0,0,0,0,"none",6151,"pc000101000000","English"
"$0.50","21JLFQ0ONNVROTM67Y5GWB772P8TKH","A1615Z19N0AYCH","Fri Jan 06 17:38:11 PST 2012","Fri Jan 06 17:41:14 PST 2012","accept",5,"false","contingent",15,"become disoriented and motionless when exposed to high ozone levels","gorillas","dolphins",0,0,1,0,0,0,0,0,1,0,0,0,"possible",6022,"pc001000001000","English"
"$0.50","21JLFQ0ONNVROTM67Y5GWB772P8TKH","A1615Z19N0AYCH","Fri Jan 06 17:38:11 PST 2012","Fri Jan 06 17:41:14 PST 2012","accept",4,"false","contingent",16,"use adipose tissue to synthesize triacylglycerols","cows","squirrels",1,0,0,0,1,0,0,0,0,0,0,0,"plausible",4685,"pc100010000000","English"
"$0.50","21JLFQ0ONNVROTM67Y5GWB772P8TKH","A1615Z19N0AYCH","Fri Jan 06 17:38:11 PST 2012","Fri Jan 06 17:41:14 PST 2012","accept",5,"true","inclusion",17,"require biotin for hemoglobin synthesis","elephants","animals",0,0,0,0,0,1,0,0,0,0,0,1,"necessary",3836,"pc000001000001","English"
"$0.50","21JLFQ0ONNVROTM67Y5GWB772P8TKH","A1615Z19N0AYCH","Fri Jan 06 17:38:11 PST 2012","Fri Jan 06 17:41:14 PST 2012","accept",5,"true","identity",19,"have iron sulfate in their blood","horses","mice",0,0,0,1,0,0,0,0,0,1,0,0,"certain",4469,"pc000100000100","English"
"$0.50","21JLFQ0ONNVROTM67Y5GWB772P8TKH","A1615Z19N0AYCH","Fri Jan 06 17:38:11 PST 2012","Fri Jan 06 17:41:14 PST 2012","reject",4,"false","contingent",20,"require trace amounts of magnesium for reproduction","dolphins","seals",0,0,0,0,0,0,1,0,1,0,0,0,"likely",8034,"pc000000101000","English"
"$0.50","2ESSPW1INMHG5I68MC1BBBFNU9N4HS","A231P23T5MPXWB","Fri Jan 06 17:26:53 PST 2012","Fri Jan 06 17:37:18 PST 2012","accept",4,"false","contingent",0,"use adipose tissue to synthesize triacylglycerols","squirrels","cows",1,0,0,0,1,0,0,0,0,0,0,0,"plausible",36234,"pc100010000000","English"
"$0.50","2ESSPW1INMHG5I68MC1BBBFNU9N4HS","A231P23T5MPXWB","Fri Jan 06 17:26:53 PST 2012","Fri Jan 06 17:37:18 PST 2012","reject",3,"false","contingent",1,"have an ulnar artery","seals","gorillas",0,0,1,0,0,0,1,0,0,0,0,0,"necessary",27438,"pc001000100000","English"
"$0.50","2ESSPW1INMHG5I68MC1BBBFNU9N4HS","A231P23T5MPXWB","Fri Jan 06 17:26:53 PST 2012","Fri Jan 06 17:37:18 PST 2012","accept",4,"false","contingent",2,"have blood salinity which declines from infancy to maturity","rhinos","elephants",0,0,0,0,0,1,0,1,0,0,0,0,"none",25219,"pc000001010000","English"
"$0.50","2ESSPW1INMHG5I68MC1BBBFNU9N4HS","A231P23T5MPXWB","Fri Jan 06 17:26:53 PST 2012","Fri Jan 06 17:37:18 PST 2012","accept",4,"false","contingent",3,"have iron sulfate in their blood","chimps","mice",0,1,0,1,0,0,0,0,0,0,0,0,"probable",33609,"pc010100000000","English"
"$0.50","2ESSPW1INMHG5I68MC1BBBFNU9N4HS","A231P23T5MPXWB","Fri Jan 06 17:26:53 PST 2012","Fri Jan 06 17:37:18 PST 2012","reject",3,"true","inclusion",4,"use enzyme B-32 to digest food","animals","seals",0,0,0,0,0,0,1,0,0,0,0,1,"certain",22610,"pc000000100001","English"
"$0.50","2ESSPW1INMHG5I68MC1BBBFNU9N4HS","A231P23T5MPXWB","Fri Jan 06 17:26:53 PST 2012","Fri Jan 06 17:37:18 PST 2012","accept",3,"true","identity",5,"secrete uric acid crystals","dolphins","horses",0,0,0,0,0,0,0,0,1,1,0,0,"likely",25469,"pc000000001100","English"
"$0.50","2ESSPW1INMHG5I68MC1BBBFNU9N4HS","A231P23T5MPXWB","Fri Jan 06 17:26:53 PST 2012","Fri Jan 06 17:37:18 PST 2012","accept",4,"false","contingent",6,"use norephinephrine as a regulator of sexual drive","rhinos","gorillas",0,0,1,0,0,0,0,1,0,0,0,0,"possible",95750,"pc001000010000","English"
"$0.50","2ESSPW1INMHG5I68MC1BBBFNU9N4HS","A231P23T5MPXWB","Fri Jan 06 17:26:53 PST 2012","Fri Jan 06 17:37:18 PST 2012","accept",4,"false","contingent",7,"require oxydilic acid for good digestion","mice","squirrels",0,0,0,1,1,0,0,0,0,0,0,0,"likely",17844,"pc000110000000","English"
"$0.50","2ESSPW1INMHG5I68MC1BBBFNU9N4HS","A231P23T5MPXWB","Fri Jan 06 17:26:53 PST 2012","Fri Jan 06 17:37:18 PST 2012","accept",4,"false","contingent",8,"have a tympanic membrane in their inner ears","cows","chimps",1,1,0,0,0,0,0,0,0,0,0,0,"necessary",12953,"pc110000000000","English"
"$0.50","2ESSPW1INMHG5I68MC1BBBFNU9N4HS","A231P23T5MPXWB","Fri Jan 06 17:26:53 PST 2012","Fri Jan 06 17:37:18 PST 2012","reject",3,"false","contingent",9,"use seratonin as a neurotransmitter","dolphins","cows",1,0,0,0,0,0,0,0,1,0,0,0,"certain",12484,"pc100000001000","English"
"$0.50","2ESSPW1INMHG5I68MC1BBBFNU9N4HS","A231P23T5MPXWB","Fri Jan 06 17:26:53 PST 2012","Fri Jan 06 17:37:18 PST 2012","accept",2,"false","contingent",10,"have a blood PH of 7.9","gorillas","elephants",0,0,1,0,0,1,0,0,0,0,0,0,"plausible",16109,"pc001001000000","English"
"$0.50","2ESSPW1INMHG5I68MC1BBBFNU9N4HS","A231P23T5MPXWB","Fri Jan 06 17:26:53 PST 2012","Fri Jan 06 17:37:18 PST 2012","accept",4,"false","contingent",11,"require vitamin K for their livers to function","chimps","seals",0,1,0,0,0,0,1,0,0,0,0,0,"none",17625,"pc010000100000","English"
"$0.50","2ESSPW1INMHG5I68MC1BBBFNU9N4HS","A231P23T5MPXWB","Fri Jan 06 17:26:53 PST 2012","Fri Jan 06 17:37:18 PST 2012","accept",4,"false","contingent",12,"require trace amounts of magnesium for reproduction","squirrels","mice",0,0,0,1,1,0,0,0,0,0,0,0,"possible",23625,"pc000110000000","English"
"$0.50","2ESSPW1INMHG5I68MC1BBBFNU9N4HS","A231P23T5MPXWB","Fri Jan 06 17:26:53 PST 2012","Fri Jan 06 17:37:18 PST 2012","reject",3,"false","contingent",13,"have a right aortic arch","seals","dolphins",0,0,0,0,0,0,1,0,1,0,0,0,"probable",18640,"pc000000101000","English"
"$0.50","2ESSPW1INMHG5I68MC1BBBFNU9N4HS","A231P23T5MPXWB","Fri Jan 06 17:26:53 PST 2012","Fri Jan 06 17:37:18 PST 2012","accept",5,"true","inclusion",14,"have a high potassium concentration in their blood","cows","animals",1,0,0,0,0,0,0,0,0,0,0,1,"plausible",18297,"pc100000000001","English"
"$0.50","2ESSPW1INMHG5I68MC1BBBFNU9N4HS","A231P23T5MPXWB","Fri Jan 06 17:26:53 PST 2012","Fri Jan 06 17:37:18 PST 2012","accept",4,"false","contingent",15,"use acetylcholine as a neurotransmitter","mice","elephants",0,0,0,1,0,1,0,0,0,0,0,0,"likely",12469,"pc000101000000","English"
"$0.50","2ESSPW1INMHG5I68MC1BBBFNU9N4HS","A231P23T5MPXWB","Fri Jan 06 17:26:53 PST 2012","Fri Jan 06 17:37:18 PST 2012","accept",4,"false","contingent",16,"become disoriented and motionless when exposed to high ozone levels","chimps","rhinos",0,1,0,0,0,0,0,1,0,0,0,0,"certain",16125,"pc010000010000","English"
"$0.50","2ESSPW1INMHG5I68MC1BBBFNU9N4HS","A231P23T5MPXWB","Fri Jan 06 17:26:53 PST 2012","Fri Jan 06 17:37:18 PST 2012","accept",4,"true","identity",17,"have enzyme X132 in their bloodstreams","horses","squirrels",0,0,0,0,1,0,0,0,0,1,0,0,"none",24937,"pc000010000100","English"
"$0.50","2ESSPW1INMHG5I68MC1BBBFNU9N4HS","A231P23T5MPXWB","Fri Jan 06 17:26:53 PST 2012","Fri Jan 06 17:37:18 PST 2012","accept",3,"false","contingent",19,"have seasmoid bones","dolphins","seals",0,0,0,0,0,0,1,0,1,0,0,0,"probable",19672,"pc000000101000","English"
"$0.50","2ESSPW1INMHG5I68MC1BBBFNU9N4HS","A231P23T5MPXWB","Fri Jan 06 17:26:53 PST 2012","Fri Jan 06 17:37:18 PST 2012","reject",3,"false","contingent",20,"continuously shed their outer keratin layer","chimps","rhinos",0,1,0,0,0,0,0,1,0,0,0,0,"possible",20734,"pc010000010000","English"
"$0.50","268KCCVLL3CAAVO6TEH4H9NR91T7X5","A2IPRQZQ0VLTSC","Fri Jan 06 16:54:50 PST 2012","Fri Jan 06 16:58:52 PST 2012","accept",4,"false","contingent",0,"use norephinephrine as a regulator of sexual drive","chimps","seals",0,1,0,0,0,0,1,0,0,0,0,0,"possible",9619,"pc010000100000","English"
"$0.50","268KCCVLL3CAAVO6TEH4H9NR91T7X5","A2IPRQZQ0VLTSC","Fri Jan 06 16:54:50 PST 2012","Fri Jan 06 16:58:52 PST 2012","accept",5,"true","inclusion",1,"use adipose tissue to synthesize triacylglycerols","rhinos","animals",0,0,0,0,0,0,0,1,0,0,0,1,"probable",6848,"pc000000010001","English"
"$0.50","268KCCVLL3CAAVO6TEH4H9NR91T7X5","A2IPRQZQ0VLTSC","Fri Jan 06 16:54:50 PST 2012","Fri Jan 06 16:58:52 PST 2012","accept",4,"false","contingent",2,"have blood salinity which declines from infancy to maturity","cows","squirrels",1,0,0,0,1,0,0,0,0,0,0,0,"likely",12341,"pc100010000000","English"
"$0.50","268KCCVLL3CAAVO6TEH4H9NR91T7X5","A2IPRQZQ0VLTSC","Fri Jan 06 16:54:50 PST 2012","Fri Jan 06 16:58:52 PST 2012","accept",2,"false","contingent",3,"have a high potassium concentration in their blood","gorillas","dolphins",0,0,1,0,0,0,0,0,1,0,0,0,"plausible",13920,"pc001000001000","English"
"$0.50","268KCCVLL3CAAVO6TEH4H9NR91T7X5","A2IPRQZQ0VLTSC","Fri Jan 06 16:54:50 PST 2012","Fri Jan 06 16:58:52 PST 2012","accept",3,"false","contingent",4,"use enzyme B-32 to digest food","mice","elephants",0,0,0,1,0,1,0,0,0,0,0,0,"none",8832,"pc000101000000","English"
"$0.50","268KCCVLL3CAAVO6TEH4H9NR91T7X5","A2IPRQZQ0VLTSC","Fri Jan 06 16:54:50 PST 2012","Fri Jan 06 16:58:52 PST 2012","reject",4,"false","contingent",5,"require trace amounts of magnesium for reproduction","gorillas","squirrels",0,0,1,0,1,0,0,0,0,0,0,0,"necessary",8000,"pc001010000000","English"
"$0.50","268KCCVLL3CAAVO6TEH4H9NR91T7X5","A2IPRQZQ0VLTSC","Fri Jan 06 16:54:50 PST 2012","Fri Jan 06 16:58:52 PST 2012","reject",3,"true","identity",6,"use seratonin as a neurotransmitter","seals","horses",0,0,0,0,0,0,1,0,0,1,0,0,"certain",11425,"pc000000100100","English"
"$0.50","268KCCVLL3CAAVO6TEH4H9NR91T7X5","A2IPRQZQ0VLTSC","Fri Jan 06 16:54:50 PST 2012","Fri Jan 06 16:58:52 PST 2012","accept",4,"false","contingent",7,"use acetylcholine as a neurotransmitter","dolphins","rhinos",0,0,0,0,0,0,0,1,1,0,0,0,"likely",8971,"pc000000011000","English"
"$0.50","268KCCVLL3CAAVO6TEH4H9NR91T7X5","A2IPRQZQ0VLTSC","Fri Jan 06 16:54:50 PST 2012","Fri Jan 06 16:58:52 PST 2012","accept",4,"false","contingent",8,"have iron sulfate in their blood","cows","chimps",1,1,0,0,0,0,0,0,0,0,0,0,"plausible",5656,"pc110000000000","English"
"$0.50","268KCCVLL3CAAVO6TEH4H9NR91T7X5","A2IPRQZQ0VLTSC","Fri Jan 06 16:54:50 PST 2012","Fri Jan 06 16:58:52 PST 2012","reject",4,"false","contingent",9,"have a right aortic arch","elephants","mice",0,0,0,1,0,1,0,0,0,0,0,0,"certain",13478,"pc000101000000","English"
"$0.50","268KCCVLL3CAAVO6TEH4H9NR91T7X5","A2IPRQZQ0VLTSC","Fri Jan 06 16:54:50 PST 2012","Fri Jan 06 16:58:52 PST 2012","accept",5,"true","identity",10,"have an ulnar artery","rhinos","horses",0,0,0,0,0,0,0,1,0,1,0,0,"none",10971,"pc000000010100","English"
